epoch,train_loss,train_acc,val_loss,val_acc
71,0.690422907030553,88.6426699584458,1.2613752599121357,71.316
72,0.6951333169006887,88.55857024884678,1.2624664725545718,71.15
73,0.6736453246416229,88.97543657391255,1.2600093184381116,71.178
74,0.6774694513876227,88.90715630586759,1.262048203954283,71.192
75,0.6829270205403839,88.85999152833637,1.264477956735966,71.09
76,0.6596121787490964,89.23487043495037,1.2655120531135067,71.226
77,0.654163511843066,89.34258503932105,1.2659679503009027,71.328
78,0.6600755549532138,89.31087598360456,1.2639143373437074,71.284
79,0.6553594122952733,89.40573630436307,1.267180190326608,71.258
80,0.6599949635729927,89.34771877676303,1.2646191679701513,71.266
81,0.6430001303295588,89.67569940985949,1.2653877525305262,71.316
82,0.6434401070608493,89.65750627677511,1.26694431695707,71.522
83,0.6435757207093212,89.67660151751662,1.2680938677216063,71.356
84,0.6433198010246446,89.68650224143667,1.2606022028746653,71.588
85,0.6330820047098682,89.87926550365802,1.2599718804870332,71.648
86,0.6244880396504304,90.05626780492925,1.262026799120465,71.7
87,0.6304114133914235,89.94042580694452,1.2633196752594442,71.458
88,0.6345990828324681,89.92208763492194,1.2651489046307243,71.568
89,0.627902122396664,90.03740320947335,1.2633586843707123,71.524
90,0.6415029112767737,89.85359869083264,1.2638843762783372,71.76
91,0.6288031695815807,90.09569269001868,1.264536928613575,71.66
92,0.6135679222622911,90.2940636589325,1.2613430640527181,71.71
93,0.6282149243595242,90.10169204061529,1.259240632458609,71.548
94,0.6225601174481956,90.24308442903647,1.2625772904376595,71.69
95,0.6206823358979858,90.19067908181185,1.2633191731055171,71.75
96,0.6040370653280553,90.55580036012992,1.2627735601700083,71.496
97,0.6157376682969158,90.35714991010147,1.2638101217393973,71.902
98,0.6076420938504713,90.463034709553,1.2642078027889436,71.97
99,0.6179353826905981,90.37188173758156,1.2581416206168277,71.962
100,0.6149720983479223,90.33828368698559,1.2638274254087283,71.698
101,0.6211816383169646,90.30244377958638,1.261343368082022,71.726
102,0.606054842283105,90.48550494644782,1.2666376934823942,72.16
103,0.6045304311828942,90.52355392215222,1.2628946609186882,72.044
104,0.5816082747563269,90.99117173624792,1.2549520796354936,71.9
105,0.5963797227668024,90.68212861410491,1.258615004392911,71.926
106,0.5777076077631403,91.00526246838835,1.264819204503176,71.88
107,0.5873189303928914,90.90048163285759,1.2603482839708426,71.882
108,0.5996383655320703,90.68018882281274,1.2602298293946956,72.116
109,0.5926811601769532,90.85215748084558,1.2578376183400348,72.006
110,0.5782480424098317,91.1033837083763,1.256509228856588,71.854
111,0.5826161373221538,91.0338152850888,1.2596668922627459,72.074
112,0.585731889725636,90.94207656298124,1.257919477564948,71.992
113,0.5839268729071203,91.00555898778907,1.2544868819567623,72.01
114,0.5754582284247135,91.08983805147203,1.2532999836364571,72.252
115,0.5770178836119862,91.09218061871331,1.2548518118505576,72.288
116,0.5794547677153736,91.10521713604109,1.2580824888178281,72.186
117,0.5745535071419384,91.11100314132473,1.255227450357408,72.164
118,0.573600507105518,91.18242435418058,1.248890552973869,72.18
119,0.5739995362894287,91.22540262378665,1.256430843160773,72.28
120,0.571820426646839,91.20317633096197,1.2558671104512653,72.346
121,0.5744290085161186,91.24650205237955,1.2486375505674858,72.32
122,0.5700022851715566,91.24439052673146,1.2475632010217832,72.15
123,0.5789442714102226,91.10606928407962,1.2518608176282473,72.426
124,0.5667161912580532,91.27989501007585,1.252069952004418,72.382
125,0.563871488233183,91.37309366890106,1.252073638787379,72.41
126,0.5747871957311315,91.20486684917192,1.2471286333261096,72.496
127,0.5682666301067314,91.3024303173421,1.2506052379933548,72.448
128,0.5666095507557698,91.27272086004307,1.2458494916102107,72.342
129,0.5624993013731658,91.41056594195425,1.2486416007183037,72.464
130,0.5709921190073731,91.22573928738204,1.24689779997024,72.516
131,0.5714955388784987,91.25896478286465,1.253480589929588,72.572
132,0.5536244445783025,91.54492497605776,1.2472448084047254,72.47
133,0.552372182501811,91.55790197921078,1.244540803970731,72.418
134,0.5512303903835801,91.57673152459517,1.2435123845174605,72.368
135,0.5534435070098032,91.5888996862141,1.247986688297622,72.52
136,0.5599963130675241,91.44660396123986,1.2508127119164079,72.434
137,0.5749141638071693,91.18532222167673,1.2482912130653858,72.454
138,0.5587282589143919,91.48255349726334,1.2421124810542987,72.462
139,0.5415531029978168,91.77251236466257,1.2508185242815895,72.524
140,0.572902519114741,91.23299626346798,1.2434401650513922,72.392
141,0.561562639231407,91.43835424476472,1.2497464984807434,72.444
142,0.5554905906275317,91.52957570909412,1.2451836021655067,72.522
143,0.5677360588283015,91.33703431652081,1.241296982924853,72.462
144,0.5494360150501221,91.65931641836617,1.2469508486362744,72.482
145,0.5550194662068733,91.53426910566691,1.2443131369595626,72.5
146,0.548661224844877,91.65986535979727,1.2471590047816232,72.506
147,0.5629851426754822,91.44705889912845,1.2510323601261693,72.574
148,0.5620361967575294,91.3973517564502,1.250920808817051,72.498
149,0.5580536788477617,91.54127923069508,1.2449848843472344,72.52
150,0.546994563843448,91.6848880413316,1.2529613537599846,72.624
